LFQ intensity KO_I	LFQ intensity KO_II	LFQ intensity KO_III	LFQ intensity WT_I	LFQ intensity WT_II	LFQ intensity WT_III	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
1146100	430760	555520	1235100	1090000	564930				34	34	34	11.7	11.7	11.7	573.89	0	129.7	50334000	233	A0A0G2JU89;F1LQI5;Q2TL32	A0A0G2JU89;F1LQI5;Q2TL32	E3 ubiquitin-protein ligase UBR4	Ubr4	99
0	0	0	0	0	0				3	3	3	1.7	1.7	1.7	245.71	0.0012694	2.4388	2244100	9	A0A8I6GHM0;A0A8I6AN60;D3ZXN9;A0A0G2JU91;A0A8I6A620	A0A8I6GHM0;A0A8I6AN60;D3ZXN9;A0A0G2JU91		Ncor2	100
0	495860	732680	0	457950	616970				110	7	1	52.7	1.9	0.3	568.83	0	34.4	28818000	144	A0A0G2JU96;A0A8I5ZUE6	A0A0G2JU96			101
3436700	3903700	4935300	3054400	3632900	5195000				111	111	7	54	54	2.1	581.12	0	323.31	937340000	2464	A0A0G2JUA5	A0A0G2JUA5			102
518080	580220	0	0	0	0				2	2	2	11.5	11.5	11.5	23.656	0.00039793	4.922	6252400	25	A0A0G2JUB0;Q810F4	A0A0G2JUB0;Q810F4	Protein FAM3C	Fam3c	103
0	0	0	0	0	0				4	4	4	11.5	11.5	11.5	60.11	0	9.5564	4063200	15	A0A0G2K9I7;A0A0G2JUB9;A0A0G2JUT5;A0A8I5YBT1;P0C2X9;A0A0G2JVM0	A0A0G2K9I7;A0A0G2JUB9;A0A0G2JUT5;A0A8I5YBT1;P0C2X9;A0A0G2JVM0	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Aldh4a1	104
0	0	1016800	0	0	1004200				5	5	5	17.3	17.3	17.3	44.39	0	8.0662	8453400	32	A0A8I5ZQ44;A0A8I6AQX8;A0A0G2JUC7;Q6AYH5;A0A8I6A5C2;A0A8I5ZRL5	A0A8I5ZQ44;A0A8I6AQX8;A0A0G2JUC7;Q6AYH5;A0A8I6A5C2;A0A8I5ZRL5	Dynactin subunit 2	Dctn2	105
0	510030	611380	0	533350	962100				2	2	2	16.5	16.5	16.5	13.006	0	34.256	12583000	82	A0A0G2JUC8	A0A0G2JUC8			106
0	0	0	0	0	0				4	4	4	1.4	1.4	1.4	527.47	0.00068634	3.0935	2473100	5	A0A0G2JUC9;A0A8I5ZVG1;D4ACN3	A0A0G2JUC9;A0A8I5ZVG1;D4ACN3		Herc2	107
1345000	0	0	1331500	1246700	924660				8	8	8	49.1	49.1	49.1	30.614	0	71.878	66411000	169	A0A8I6GJY5;F7EPH4;A0A0G2JUD2;A0A8I6GET1;A0A8I5ZKJ2;A0A8I6AI23	A0A8I6GJY5;F7EPH4;A0A0G2JUD2;A0A8I6GET1;A0A8I5ZKJ2;A0A8I6AI23		Ppa1	108
419580	0	0	431600	417380	0				5	5	5	9.1	9.1	9.1	80.188	0	9.3647	10299000	34	A0A0G2JUD6;F1LQZ3;A0A8I6GCQ1;A0A8I6AL48;A0A8I6AP89	A0A0G2JUD6;F1LQZ3;A0A8I6GCQ1;A0A8I6AL48;A0A8I6AP89	Kinesin-like protein	Kif3a	109
4164800	2187300	1106700	3496500	2529000	1707100				23	23	5	47.3	47.3	7	64.127	0	202.83	347230000	859	F1LPV0;A0A0G2JUE7;A0A8I6AHG3	F1LPV0;A0A0G2JUE7;A0A8I6AHG3		Nars	110
1242300	830960	444610	138070	145880	285950				46	34	34	27.4	23.5	23.5	273.54	0	153.57	53400000	283	A0A0G2JUI0;D4A3B0;A0A8I5Y6H9;D3ZE09;D3ZT58;D3ZA84	A0A0G2JUI0;D4A3B0;A0A8I5Y6H9;D3ZE09		Tln2	111
0	0	0	0	0	0				1	1	1	3.7	3.7	3.7	63.63	0	5.8574	165530	1	A0A0G2JUI4;Q5XHZ7;A0A8I6G5E7;A0A0G2K602	A0A0G2JUI4;Q5XHZ7;A0A8I6G5E7;A0A0G2K602		Noa1	112
537960	418020	0	363790	425720	0				7	7	7	15.5	15.5	15.5	79.794	0	26.167	16366000	56	A0A8I5ZYJ9;D4A2Z6;A0A0G2JUJ9	A0A8I5ZYJ9;D4A2Z6;A0A0G2JUJ9		Sec63	113
1102700	1472100	1684100	1027900	1142500	1684800				14	14	11	37.8	37.8	29.8	49.091	0	64.162	82049000	278	A0A8I5ZNQ9;A0A0G2JUL7;B3GNI6;A0A8I6AAG9;A0A8I5ZSZ7;B5DFG5;A0A0U1RRN9;A0A0U1RRT8;A0A8I6AA08;A0A0U1RRW2	A0A8I5ZNQ9;A0A0G2JUL7;B3GNI6;A0A8I6AAG9	Septin-11	Sept11	114
0	0	0	0	0	0				2	2	2	2.4	2.4	2.4	103.71	0.0062818	1.9149	2482800	6	A0A0G2JUM2;A0A8I6AHK5;Q5XI83	A0A0G2JUM2;A0A8I6AHK5;Q5XI83	UPF0505 protein C16orf62 homolog		115
0	0	0	0	0	0				1	1	1	6.2	6.2	6.2	33.265	0.0060187	1.9728	1023200	4	A0A8I6AKB8;A0A0G2JUP0;D3ZBE5	A0A8I6AKB8;A0A0G2JUP0;D3ZBE5	Serine/threonine-protein kinase Nek7	Nek7	116
0	246970	0	0	195740	0				6	6	6	4.6	4.6	4.6	257.86	0	14.626	7001400	22	A0A140TA95;A0A0G2JUR5;A0A8I5ZXY0;G3V9F3;A0A8I6A006;Q9ERE6	A0A140TA95;A0A0G2JUR5;A0A8I5ZXY0;G3V9F3;A0A8I6A006;Q9ERE6	Myosin phosphatase Rho-interacting protein	Mprip	117
0	0	0	0	0	0				1	1	1	6.6	6.6	6.6	39.716	0.00068847	3.1381	2072800	10	A0A8I6AHK7;A0A0G2JUT1;A0A8I5Y709;A0A8I6GLS0;A0A5H1ZRU4;Q6AYP5	A0A8I6AHK7;A0A0G2JUT1;A0A8I5Y709;A0A8I6GLS0;A0A5H1ZRU4;Q6AYP5		Cadm1	118
0	0	0	0	0	0				3	3	3	5.4	5.4	5.4	99.01	0	5.8209	1840800	10	A0A8I6AUJ2;A0A0G2JUU7;A0A8I6GLP6;D3ZMR7	A0A8I6AUJ2;A0A0G2JUU7;A0A8I6GLP6;D3ZMR7		Tubgcp3	119
0	0	0	0	0	0				1	1	1	2.4	2.4	2.4	74.514	0.0094173	1.7836	1119600	2	D3ZKK5;A0A0G2JUZ0;A0A8I5Y1D5	D3ZKK5;A0A0G2JUZ0;A0A8I5Y1D5		Mtmr1	120
0	280320	0	307430	167680	0				5	5	5	15	15	15	82.796	0	28.129	6767100	28	A0A8I6AIG5;A0A0G2JV08;A0A0G2K2I0	A0A8I6AIG5;A0A0G2JV08;A0A0G2K2I0			121
914350	1570300	919370	1213400	2669900	516190				32	32	17	38.2	38.2	21.6	129.81	0	210.05	219890000	765	A0A0G2JV24	A0A0G2JV24			122
669230	899080	280700	1072100	1571500	1117300				15	15	15	37.6	37.6	37.6	69.657	0	171.98	115300000	567	O54975;A0A0G2JV31;A0A8I6G2V2	O54975;A0A0G2JV31;A0A8I6G2V2	Xaa-Pro aminopeptidase 1;Xaa-Pro aminopeptidase 1, N-terminally processed	Xpnpep1	123
549950	1232800	637040	533670	494240	179980				18	18	18	20.2	20.2	20.2	150.01	0	114.86	57946000	298	A0A8I6AMV1;A0A8I6GJD6;D3ZNS1;A0A0G2JV32;A0A8I6A9F1;Q63312;A0A0G2JTS5;A0A8I6GLX2	A0A8I6AMV1;A0A8I6GJD6;D3ZNS1;A0A0G2JV32;A0A8I6A9F1;Q63312;A0A0G2JTS5	Pleckstrin homology-like domain family B member 1	Phldb1	124
0	0	0	0	0	0				5	3	3	11.6	8.9	8.9	58.524	0.003955	2.067	1919400	7	A0A0G2JV54;Q9Z118;A0A8I6AIH3;A0A8I6A1W2	A0A0G2JV54;Q9Z118;A0A8I6AIH3	Polypyrimidine tract-binding protein 3	Ptbp3	125
0	0	0	0	0	0				2	2	2	9.6	9.6	9.6	28.575	0.00040667	5.2369	11158000	29	A0A0G2JV57;A0A0U1RRY3;A0A0U1RRZ2;Q64270	A0A0G2JV57;A0A0U1RRY3;A0A0U1RRZ2;Q64270	Translation initiation factor eIF-2B subunit alpha	Eif2b1	126
2507200	603270	0	2435600	794770	0				3	3	3	37.6	37.6	37.6	15.943	0	68.27	56328000	133	A0A0G2JV72;A0A0G2K739;A0A8I5ZTF1;P62839;P61078;A0A8I5ZTI3;A0A8I6A9L4;A0A8I5Y1N3;D3ZDK2;P70711	A0A0G2JV72;A0A0G2K739;A0A8I5ZTF1;P62839;P61078	Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3	Ube2d2;Ube2d3	127
0	0	0	0	0	0				1	1	1	4.4	4.4	4.4	57.841	0.001265	2.4074	1001700	3	A0A8I6ARL0;A0A8I6ACI1;A0A0G2JV84;A0A8I6GJ17;Q7TP13	A0A8I6ARL0;A0A8I6ACI1;A0A0G2JV84;A0A8I6GJ17;Q7TP13		Gpt2	128
0	0	0	0	0	0				4	4	4	3.4	3.4	3.4	210.05	0.0007391	3.9513	759890	5	D3ZTA3;A0A0G2JV99	D3ZTA3;A0A0G2JV99		Mcm3ap	129
0	0	0	0	0	0				1	1	1	5.9	5.9	5.9	24.827	0.0012858	2.5219	1634200	14	A0A8I5YBW9;A0A0G2JVA2;D4ABK7	A0A8I5YBW9;A0A0G2JVA2;D4ABK7		Hnrnph3	130
0	0	0	0	0	0				7	1	0	11.9	2	0	58.095	0.0071492	1.8747	1781300	9	A0A0G2JVA8;A0A0G2JW69;A0A8I5ZR22;A0A8I6ABD6	A0A0G2JVA8;A0A0G2JW69;A0A8I5ZR22			131
0	0	0	0	0	0				6	6	6	39.3	39.3	39.3	30.75	0	11.944	10097000	33	A0A0G2JVB6;A0A0G2K4U8;A0A8I5ZND6;A0A8I5XWI2;G3V7P1	A0A0G2JVB6;A0A0G2K4U8;A0A8I5ZND6;A0A8I5XWI2;G3V7P1	Syntaxin-12	Stx12	132
0	0	0	0	0	0				1	1	1	1.6	1.6	1.6	103.36	0.0013029	2.6168	2323700	13	D4A1Y0;A0A8I6AFM7;A0A0G2JVC2	D4A1Y0;A0A8I6AFM7;A0A0G2JVC2		Scyl2	133
0	0	0	0	0	0				1	1	1	7.2	7.2	7.2	42.457	0.00068587	3.0929	253350	1	M0R8I6;A0A0G2JVC4	M0R8I6;A0A0G2JVC4		Mb21d1	134
493760	0	0	999270	636100	0				9	9	9	15.9	15.9	15.9	78.235	0	42.969	24225000	148	A0A0G2JVD0;D4A5K7	A0A0G2JVD0;D4A5K7		Rbm28	135
0	0	0	0	0	0				6	6	5	3.6	3.6	2.8	250.05	0.00038124	4.295	3921200	17	A0A0G2JVD3;A0A1B0GWZ0;F1LNP1	A0A0G2JVD3;A0A1B0GWZ0;F1LNP1		Arid1b	136
0	0	0	0	0	0				1	1	1	4	4	4	43.262	0.00071942	3.596	1397200	10	A0A0G2JVF4;A0JPQ7	A0A0G2JVF4;A0JPQ7	Uncharacterized protein C19orf47 homolog		137
0	0	0	0	0	0				2	2	1	17.2	17.2	11.3	23.5	0.0013518	2.9543	1367000	6	A0A0G2JVF5;F7EWK1;M0R9D4;A0A8I6ACD7	A0A0G2JVF5;F7EWK1;M0R9D4;A0A8I6ACD7			138
0	0	0	0	0	0				1	1	1	5	5	5	72.86	0	19.12	1045000	4	F1LVT6;A0A0G2JVG1;A0A0G2K1R8	F1LVT6;A0A0G2JVG1;A0A0G2K1R8		Senp1	139
1664900	1889100	347490	2711600	1517100	911530				18	18	18	36.2	36.2	36.2	75.469	0	154.36	224000000	768	A0A8I5Y0P8;A0A8I6GLJ1;A0A0G2JVH4;A0A8I6A9C1;Q3KR86;A0A140TAG5;A0A8I6ADG3	A0A8I5Y0P8;A0A8I6GLJ1;A0A0G2JVH4;A0A8I6A9C1;Q3KR86;A0A140TAG5;A0A8I6ADG3	MICOS complex subunit Mic60	Immt	140
212730	0	0	304520	377800	236210				6	6	6	11.4	11.4	11.4	80.083	0	15.517	13256000	75	G3V6Z3;A0A0G2JVI5;A0A8I6ALM6;Q8VH46;A0A8I5ZLQ6	G3V6Z3;A0A0G2JVI5;A0A8I6ALM6;Q8VH46;A0A8I5ZLQ6	Actin filament-associated protein 1	Afap1	141
268200	482420	324970	373630	321880	295010				10	10	10	13.7	13.7	13.7	125.38	0	34.367	16205000	109	A0A0G2JVK8;D3ZFT1	A0A0G2JVK8;D3ZFT1		Rfc1	142
0	0	0	0	0	0				1	1	1	10.5	10.5	10.5	19.965	0.001336	2.842	2333600	14	A0A0G2JVL6	A0A0G2JVL6			143
0	211270	0	0	0	380840				9	9	9	6.6	6.6	6.6	213.01	0	11.782	5317500	29	A0A0G2JVM2;A0A8I6A7R3;A0A8I6AGK4;A0A0G2K0A8	A0A0G2JVM2;A0A8I6A7R3;A0A8I6AGK4;A0A0G2K0A8			144
0	272610	0	205990	261690	323190				6	6	6	6.8	6.8	6.8	143.24	0	10.7	8140000	52	A0A8I5ZMS3;A0A8I6B5Q8;A0A0G2JVN4;A0A8I6AF46;M0RDN9;Q6J1Y9	A0A8I5ZMS3;A0A8I6B5Q8;A0A0G2JVN4;A0A8I6AF46;M0RDN9;Q6J1Y9	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 19	Usp19	145
0	0	0	0	0	0				2	2	2	11.1	11.1	11.1	48.355	0	8.2975	3081900	11	D3ZZF8;A0A0G2JVP5	D3ZZF8;A0A0G2JVP5		Paip1	146
298260	0	0	219220	362660	0				12	12	8	11.4	11.4	7.9	181.95	0	22.038	14345000	67	A0A0G2JVT8	A0A0G2JVT8			147
0	0	0	0	0	0				1	1	1	4.8	4.8	4.8	47.053	0.0013414	2.8657	781810	4	A0A0G2JVY9	A0A0G2JVY9			148
0	0	0	0	0	0				11	1	1	17	0.9	0.9	111.05	0.00067958	3.0183	1667100	4	A0A0G2JVZ6	A0A0G2JVZ6			149
0	0	0	0	0	0				3	3	3	9.6	9.6	9.6	56.174	0	6.103	4806800	21	A0A0G2JW52;O70467	A0A0G2JW52;O70467	Protein arginine N-methyltransferase 3	Prmt3	150
0	0	0	0	0	0				6	6	6	10.6	10.6	10.6	94.641	0	7.9839	5301000	22	A0A8I6ADL3;A0A0G2JW85;A0A8I5ZZA1;Q9QYJ2	A0A8I6ADL3;A0A0G2JW85;A0A8I5ZZA1;Q9QYJ2	Ras GTPase-activating protein 3	Rasa3	151
209430	1148900	1302600	166650	585000	1088000				19	19	3	30.8	30.8	2.9	109.36	0	46.962	68381000	332	A0A8I6AKJ8;A0A0G2JW88;A0A8I6ART8;A0A8I5ZTS3;A0A8I5ZSY4;A0A8I5ZRQ1;A0A8I6AL32	A0A8I6AKJ8;A0A0G2JW88;A0A8I6ART8;A0A8I5ZTS3;A0A8I5ZSY4			152
0	0	0	0	0	0				1	1	1	3.8	3.8	3.8	35.294	0.0091906	1.8218	26261000	37	A0A0G2JW89	A0A0G2JW89			153
593950	797420	0	761960	869330	375080				11	11	2	40.2	40.2	5.6	41.786	0	56.839	49174000	238	A0A0G2JW90;A0A8I6GKV6;P26284;D4A5G8	A0A0G2JW90;A0A8I6GKV6;P26284;D4A5G8	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial;Pyruvate dehydrogenase E1 component subunit alpha	Pdha1;Pdha1l1	154
0	0	0	0	0	0				1	1	1	2.2	2.2	2.2	69.746	0.0021827	2.2742	1161800	7	A0A0G2JW94	A0A0G2JW94			155
0	0	0	0	0	0				5	5	5	13.2	13.2	13.2	94.715	0	16.742	4684200	23	A0A8I5XWF1;A0A0G2JW97;M0RBF0;A0A0G2JZI0;O88453;A0A8I6A5W2;M0R6E6;A0A8I5ZSJ1;A0A8I5ZLW4;A0A8I6AJV7	A0A8I5XWF1;A0A0G2JW97;M0RBF0;A0A0G2JZI0;O88453;A0A8I6A5W2	Scaffold attachment factor B1	Safb	156
0	0	0	0	0	0				4	4	4	5.9	5.9	5.9	123.87	0.00041169	5.4096	2190100	14	A0A0G2JWA3;A0A8I6AH01;F1LQM9	A0A0G2JWA3;A0A8I6AH01;F1LQM9		Xpo7	157
1806000	1153200	399390	1906100	1785500	123930				19	19	19	38	38	38	79.303	0	176.88	150830000	567	A0A8I5ZZ14;A0A0G2JWC7;F7ERM0;A0A8I6G699	A0A8I5ZZ14;A0A0G2JWC7;F7ERM0;A0A8I6G699			158
2065400	2080600	1513000	2737000	2150300	1958400				20	20	18	48.1	48.1	45.2	63.905	0	140.73	153660000	527	A0A0G2JWD2;A0A8I6GBZ3;A0A8I6AM03;Q5XI81;A0A8I5ZRV6;A0A8I6A275	A0A0G2JWD2;A0A8I6GBZ3;A0A8I6AM03;Q5XI81;A0A8I5ZRV6;A0A8I6A275	Fragile X mental retardation syndrome-related protein 1	Fxr1	159
1763800	3377200	1815800	2018100	3838000	2492200				8	8	8	49.7	49.7	49.7	16.93	0	105.15	180380000	506	A0A0G2K6J5;B2GV99;A0A8I6AB85;A0A0G2JWE1;A0A8I6AUI8;Q64119;A0A0G2JXA9;A0A8I6G5X1;A0A8I5ZM89;D3ZHA7;P16409	A0A0G2K6J5;B2GV99;A0A8I6AB85;A0A0G2JWE1;A0A8I6AUI8;Q64119;A0A0G2JXA9	Myosin light polypeptide 6	Myl6	160
450520	436380	918500	452390	500850	413030				21	21	21	24.3	24.3	24.3	155.59	0	100.4	40906000	226	A0A0G2JWH3	A0A0G2JWH3			161
0	257830	0	0	208340	258590				7	7	6	9.4	9.4	9.4	103.55	0	20.88	11140000	75	D4A1S6;A0A8I5ZQF4;D4ACS0;D3ZR53;A0A8I6ATJ5;A0A0G2JWJ0;A0A8I5Y8E5;Q10728	D4A1S6;A0A8I5ZQF4;D4ACS0;D3ZR53;A0A8I6ATJ5;A0A0G2JWJ0;A0A8I5Y8E5;Q10728	Protein phosphatase 1 regulatory subunit;Protein phosphatase 1 regulatory subunit 12A	Ppp1r12a	162
0	1033400	1853600	1086100	2515400	529310				8	8	8	48.2	48.2	48.2	22.438	0	38.727	51927000	126	A0A0G2JWK7;P31232	A0A0G2JWK7;P31232	Transgelin	Tagln	163
1521100	1430400	157040	1575800	1194200	355010				45	45	37	34.8	34.8	29.7	173.29	0	312.35	269390000	1007	A0A0G2JWP8;A0A0G2JUF8;A0A8I6ADA9;P41516	A0A0G2JWP8;A0A0G2JUF8;A0A8I6ADA9;P41516	DNA topoisomerase 2-alpha	Top2a	164
0	0	0	0	0	0				6	6	6	4.3	4.3	4.3	287.83	0	8.2016	3419000	17	A0A8I5Y135;A0A0G2JWS3;Q0KL00	A0A8I5Y135;A0A0G2JWS3;Q0KL00	Piezo-type mechanosensitive ion channel component 1	Piezo1	165
0	0	0	0	0	0				1	1	1	4.5	4.5	4.5	41.555	0.0013123	2.6763	765320	4	A0A8I6AI19;B2RZ97;F1LRJ0;A0A0G2JX46;A0A8I5ZYS0	A0A8I6AI19;B2RZ97;F1LRJ0;A0A0G2JX46;A0A8I5ZYS0		Kcmf1	166
0	0	0	0	0	0				2	2	2	5.3	5.3	5.3	76.947	0.0065652	1.8891	6091300	4	B1WBT4;A0A8I6GM61;A0A8I5ZPE5;A0A0G2JX62	B1WBT4;A0A8I6GM61;A0A8I5ZPE5;A0A0G2JX62		Srpk2	167
0	0	0	0	0	0				6	2	2	19.9	10.1	10.1	32.856	0.00071685	3.5603	1287800	4	Q91XN6;A0A0G2JX64;A0A0G2K7F7;P04692;A0A8I6GC15;A0A8I6A156;F7FIS4	Q91XN6;A0A0G2JX64;A0A0G2K7F7;P04692;A0A8I6GC15;A0A8I6A156;F7FIS4	Tropomyosin alpha-1 chain	Tpm1	168
0	0	576050	320420	446240	772700				7	7	7	13.7	13.7	13.7	85.886	0	12.336	17300000	69	A0A0G2JX67;D3ZZ32;Q5HZA6	A0A0G2JX67;D3ZZ32;Q5HZA6	Prolyl endopeptidase-like	Prepl	169
0	433500	360260	0	401530	397260				2	2	2	11.9	11.9	11.9	33.05	0	7.0666	9152600	50	A0A8I5ZVU8;A0A8I6AQ03;A0A0G2JX72;A0A8I5Y4V0;A0A8I6B1J2;F1M9N4;A0A8I6ACI9;A0A8I6AKC8;A0A8I5Y5P3;F2Z3T4	A0A8I5ZVU8;A0A8I6AQ03;A0A0G2JX72;A0A8I5Y4V0;A0A8I6B1J2;F1M9N4;A0A8I6ACI9;A0A8I6AKC8;A0A8I5Y5P3;F2Z3T4	Muscleblind-like protein 2	Mbnl1;Mbnl2	170
0	0	0	0	0	0				1	1	1	0.7	0.7	0.7	289.98	0.0012686	2.4325	999550	4	A0A8I6APT3;A0A0G2JX74;P42346	A0A8I6APT3;A0A0G2JX74;P42346	Serine/threonine-protein kinase mTOR	Mtor	171
0	0	0	0	0	0				1	1	1	1.9	1.9	1.9	98.501	0.0012747	2.4594	148840	1	F1LSM3;A0A8I6AB16;A0A0G2JX77;A0A0G2K7S6;Q9R037	F1LSM3;A0A8I6AB16;A0A0G2JX77;A0A0G2K7S6;Q9R037	WD repeat-containing protein 44	Wdr44	172
0	168530	0	0	246390	0				5	5	5	8.3	8.3	8.3	108.84	0	11.15	4499800	17	A0A0G2JXA1;F1LP59;A0A8I6A7Y5;P69735	A0A0G2JXA1;F1LP59;A0A8I6A7Y5;P69735	Rab3 GTPase-activating protein catalytic subunit	Rab3gap1	173
0	0	0	0	0	0				1	1	1	7.9	7.9	7.9	27.647	0	14.86	3539400	19	A0A0G2JXN6;A0A0G2JXB1;A0A8I6ATC2;P08699	A0A0G2JXN6;A0A0G2JXB1;A0A8I6ATC2;P08699	Galectin-3	Lgals3	174
0	0	0	0	0	0				1	1	1	10.9	10.9	10.9	15.393	0.0012887	2.5348	388740	3	B0BNB0;A0A8I5ZME6;A0A0G2JXC0	B0BNB0;A0A8I5ZME6;A0A0G2JXC0		Golt1b	175
0	0	0	0	0	0				5	5	5	19.5	19.5	19.5	57.884	0	8.5674	11017000	52	A0A0G2JXC1;Q62902	A0A0G2JXC1;Q62902	Protein ERGIC-53	Lman1	176
0	0	0	613840	361330	0				9	9	7	12.7	12.7	10.3	111.53	0	15.672	11620000	63	A0A0G2JXC2;A0A8I6ART4;A0A8I5ZLE1;A0A8I6A3S6;D3ZAZ1;A0A8I5ZYX6;A0A8I6A0N3	A0A0G2JXC2;A0A8I6ART4;A0A8I5ZLE1;A0A8I6A3S6			177
0	0	0	0	0	0				2	2	2	3.1	3.1	3.1	92.196	0.00069276	3.2104	2051600	2	A0A8I5Y983;A0A8I5ZKI6;F1LVR8;A0A8I6GFP9;F1LV40;A0A8I5Y2C3;A0A8I6AI47;A0A8I5Y4Q9;A0A0G2K3Y9;A0A0G2JXC5	A0A8I5Y983;A0A8I5ZKI6;F1LVR8;A0A8I6GFP9;F1LV40;A0A8I5Y2C3;A0A8I6AI47;A0A8I5Y4Q9;A0A0G2K3Y9;A0A0G2JXC5		Mkl1	178
0	0	0	145410	127830	0				2	2	2	3.3	3.3	3.3	72.609	0.00071403	3.5345	1536500	12	A0A8I5Y755;A0A0G2JXF9;Q5RKG2	A0A8I5Y755;A0A0G2JXF9;Q5RKG2	Host cell factor 2	Hcfc2	179
0	0	0	0	0	0				1	1	1	7.2	7.2	7.2	36.59	0.00071276	3.5079	325300	1	A0A8I6A8Z5;A0A8I6A2B0;A0A0G2JXG3;Q6AY41	A0A8I6A8Z5;A0A8I6A2B0;A0A0G2JXG3;Q6AY41	Cell cycle control protein 50A	Tmem30a	180
0	0	0	0	0	0				4	4	4	5.4	5.4	5.4	146.15	0	5.9181	1795600	7	F1M0N7;A0A8I6A2B1;A0A8I6G5R0;A0A0G2JXG7;A0A8I6AJW0	F1M0N7;A0A8I6A2B1;A0A8I6G5R0;A0A0G2JXG7;A0A8I6AJW0		Lrrc16a	181
0	0	0	0	0	0				2	2	2	3.7	3.7	3.7	84.202	0.00039432	4.7276	3747600	24	A0A0G2JXH3;Q6X936	A0A0G2JXH3;Q6X936	Kin of IRRE-like protein 1	Kirrel	182
501160	0	0	521450	641790	0				7	7	6	28.8	28.8	24.8	36.663	0	15.737	18334000	83	A0A0G2K4V6;A0A0G2JXI6	A0A0G2K4V6;A0A0G2JXI6			183
140900000	56112000	28953000	72716000	50929000	42322000				7	7	7	41.3	41.3	41.3	13.906	0	186.98	3335200000	1835	G3V9C7;A0A8I6AGQ8;A0A8I5ZLH6;A0A8I5ZSA8;A0A8I6A7P3;A0A8I6AJS3;A0A8I6AFW8;D3ZNH4;A0A0G2JXI9;Q00715;A0A8I6A2W1;Q00729;M0RBQ5;D3ZNZ9	G3V9C7;A0A8I6AGQ8;A0A8I5ZLH6;A0A8I5ZSA8;A0A8I6A7P3;A0A8I6AJS3;A0A8I6AFW8;D3ZNH4;A0A0G2JXI9;Q00715;A0A8I6A2W1;Q00729	Histone H2B;Histone H2B type 1;Histone H2B type 1-A	Hist1h2bk;Hist1h2bo;Hist1h2ba	184
798670	340480	0	246870	295130	448140				10	10	10	13.8	13.8	13.8	121.18	0	41.712	26986000	144	A0A0G2JXJ7;Q9Z1X1	A0A0G2JXJ7;Q9Z1X1	Extended synaptotagmin-1	Esyt1	185
0	0	0	0	0	0				3	3	3	11	11	11	27.911	0	6.5916	10835000	31	Q6AY58;A0A8I5ZWB7;A0A0G2JXK2;A0A8I5ZX74	Q6AY58;A0A8I5ZWB7;A0A0G2JXK2;A0A8I5ZX74		Bcap31	186
0	0	0	0	0	0				2	2	2	8.2	8.2	8.2	47.144	0.00039588	4.8036	2892300	9	A0A0G2JXK7;Q68FS3	A0A0G2JXK7;Q68FS3	F-box only protein 7	Fbxo7	187
0	0	0	0	0	0				24	1	1	41	1.8	1.8	108.15	0.00040453	5.135	9908900	71	A0A0G2JXM1;D3ZZZ9	A0A0G2JXM1;D3ZZZ9		Ctnnd1	188
0	0	0	0	0	0				5	1	1	21.9	4.7	4.7	44.264	0.00073855	3.9463	1556900	9	A0A0G2JXM5	A0A0G2JXM5			189
0	0	0	0	0	0				1	1	1	4.7	4.7	4.7	47.244	0	6.2258	930630	5	A0A0G2JXM6;Q6AXT7	A0A0G2JXM6;Q6AXT7	RNA-binding protein 42	Rbm42	190
0	0	0	0	0	0				6	6	6	10.2	10.2	10.2	99.929	0	11.612	5301100	19	A0A8I6A2N1;A0A8I5ZMZ6;A0A0G2JXN8;A0A8I6ADC9;A0A8I6GDH8	A0A8I6A2N1;A0A8I5ZMZ6;A0A0G2JXN8;A0A8I6ADC9;A0A8I6GDH8			191
0	0	0	0	0	0				2	2	2	2	2	2	81.316	0.00075301	4.161	769840	5	A0A0G2JXS2	A0A0G2JXS2			192
4308900	4532900	3269900	7210400	6470600	7882600				14	14	12	33.1	33.1	27.6	48.35	0	116.03	428290000	977	F1LND7;A0A0G2JXT3;P05369;Q7TPK0;A0A8I6A397	F1LND7;A0A0G2JXT3;P05369;Q7TPK0	Farnesyl pyrophosphate synthase	Fdps	193
5207100	4439300	4008200	2319200	2631800	2392000				111	107	104	61.7	60.7	59.6	277.84	0	323.31	1831000000	4674	A0A0G2JXT8;D4A8D5;A0A8I6GK95	A0A0G2JXT8;D4A8D5;A0A8I6GK95		Flnb	194
0	216310	0	229080	166720	0				3	3	3	4.1	4.1	4.1	124.74	0	7.796	4527800	20	A0A0G2JXU6;D4AB26;A0A8I5ZKI2	A0A0G2JXU6;D4AB26;A0A8I5ZKI2		Smc6	195
